Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
1454,909,1,2,nan,2021,Downtown,Excellent,yes,71797
1455,1394,2,4,3,2012,Urban,Good,no,948407
1456,1014,3,2,2,2017,Suburban,Fair,no,933601
1457,4609,1,2,3,1961,rural,good,No,820227
1458,2634,5,4,2,1922,Rural,Fair,No,640620
1459,4095,1,2,3,1945,Downtown,Excellent,yes,810943
1460,3456,5,4,1,1955,Downtown,Good,Yes,274997
1461,2060,4,2,1,1906,Suburban,Excellent,No,506123
1462,1766,nan,4,3,2017,Downtown,Fair,Yes,450404
1463,2669,nan,nan,2,1988,Rural,fair,yes,335840
1464,4138,3,4,1,1960,Urban,Fair,no,52024
1465,error_value,1,nan,2,1902,urban,fair,Yes,479201
1466,3927,1,4,3,2022,Suburban,poor,Yes,711944
1467,2427,4,2,3,1937,Urban,Fair,Yes,nan
1468,4304,error_value,2,nan,nan,Downtown,Good,yes,208116
1469,4202,nan,3,3,1933,Downtown,Fair,No,nan
1470,2856,1,4,1,2012,downtown,Excellent,No,317429
1471,2835,3,1,2,1943,downtown,Poor,Yes,506331
1472,806,nan,4,1,2007,Suburban,Good,No,843802
1473,nan,4,4,1,1929,urban,Poor,No,67903
1474,nan,4,1,2,1916,Rural,poor,No,737859
1475,1161,nan,4,1,1958,Urban,Poor,yes,934336
1476,811,1,1,1,1909,downtown,excellent,yes,859427
1477,3420,3,1,3,1998,rural,Poor,No,417304
1478,1582,3,4,nan,1983,Suburban,Poor,no,478416
1479,3471,4,4,1,1917,downtown,Fair,yes,nan
1480,1254,3,2,2,1944,downtown,excellent,No,251474
1481,4630,2,2,2,2007,Rural,Good,Yes,456782
1482,nan,1,3,1,1990,Suburban,Good,no,874254
1483,1402,2,3,3,error_value,rural,Good,Yes,419556
1484,4388,5,4,2,1961,Suburban,excellent,Yes,887654
1485,658,4,1,1,1958,Downtown,good,Yes,930520
1486,2477,3,3,2,1948,Urban,Excellent,yes,543301
1487,1456,5,4,3,1999,Downtown,fair,No,402594
1488,2571,3,3,3,1962,Urban,Fair,yes,493884
1489,903,1,nan,3,1986,Urban,Excellent,No,nan
1490,3279,1,4,1,1931,Suburban,good,Yes,422222
1491,1887,1,1,1,1909,rural,excellent,Yes,638141
1492,3953,3,4,3,1910,Suburban,Excellent,No,235715
1493,1455,5,3,1,2001,downtown,Poor,No,960226
1494,2212,1,2,3,1969,Rural,Excellent,no,203405
1495,1773,5,3,1,2022,Urban,poor,yes,nan
1496,4311,3,3,3,nan,Urban,fair,Yes,626730
1497,3125,error_value,2,2,1961,downtown,poor,no,nan
1498,2882,3,2,3,error_value,rural,Excellent,Yes,280755
1499,1941,3,4,3,1933,downtown,Fair,No,583963
1500,3479,4,4,error_value,1999,Downtown,poor,yes,error_value
1501,2297,3,1,nan,2000,Suburban,excellent,yes,420714
1502,4890,3,1,1,1916,Downtown,Fair,Yes,343805
1503,4509,2,3,1,2003,Rural,poor,no,638577
1504,1894,1,2,error_value,2003,Downtown,excellent,Yes,67184
1505,error_value,4,1,1,nan,Rural,Excellent,no,884395
1506,1769,4,3,2,1975,Urban,Good,No,731182
1507,4214,nan,2,nan,1984,downtown,Good,Yes,505519
1508,1029,2,nan,3,1939,Rural,poor,No,257537
1509,4123,3,3,3,1918,urban,Poor,No,nan
1510,3458,nan,4,2,1966,Rural,Poor,Yes,233719
1511,3414,5,1,3,1981,Urban,Excellent,No,899246
1512,4091,3,1,2,1952,Suburban,poor,no,872457
1513,2647,2,2,2,nan,Downtown,Excellent,Yes,error_value
1514,3869,3,3,2,1963,downtown,Poor,Yes,389749
1515,1439,3,4,3,1982,Urban,Excellent,Yes,706341
1516,1025,nan,nan,2,1946,Suburban,excellent,No,879868
1517,501,4,nan,3,1905,Rural,good,No,723832
1518,874,4,nan,3,1915,suburban,fair,Yes,200408
1519,2840,nan,3,1,1971,Rural,Excellent,No,730947
1520,4505,nan,4,1,2011,Rural,Poor,Yes,913624
1521,3552,4,3,2,1917,Downtown,Good,yes,287439
1522,2865,5,nan,2,1951,Urban,Poor,yes,nan
1523,2025,3,4,3,1947,downtown,poor,No,nan
1524,4976,5,3,2,1942,Downtown,Excellent,No,583953
1525,2146,3,2,error_value,1938,Downtown,Excellent,Yes,732457
1526,513,error_value,3,3,nan,Rural,Fair,Yes,nan
1527,nan,1,3,2,2012,Downtown,Excellent,no,626762
1528,error_value,1,1,2,1911,Rural,excellent,Yes,777333
1529,629,5,1,3,nan,Urban,Fair,no,468401
1530,4314,nan,3,3,1909,Rural,Poor,Yes,error_value
1531,3716,4,3,1,1970,Rural,Fair,Yes,142643
1532,3438,5,1,3,2009,Suburban,Fair,no,866916
1533,4428,3,4,1,error_value,downtown,Fair,No,nan
1534,2540,1,3,2,1900,Downtown,good,No,413309
1535,527,2,2,3,1948,downtown,Poor,no,nan
1536,2613,1,2,3,1935,Downtown,good,No,nan
1537,error_value,3,error_value,3,1920,Suburban,good,Yes,862267
1538,error_value,5,3,2,1936,Suburban,Excellent,Yes,800639
1539,2546,3,4,1,2015,suburban,fair,No,nan
1540,4523,2,4,2,1923,Suburban,Fair,No,628078
1541,4896,4,1,nan,nan,downtown,good,yes,782320
1542,error_value,1,3,3,1924,Rural,Excellent,Yes,error_value
1543,error_value,5,4,1,1906,Urban,Excellent,No,387990
1544,3581,4,nan,2,2005,suburban,Excellent,no,nan
1545,4278,3,1,3,1980,rural,Poor,Yes,535320
1546,1129,5,1,2,1992,Suburban,good,No,458449
1547,nan,4,1,2,nan,Downtown,poor,yes,587488
1548,nan,5,2,3,1970,Downtown,Excellent,yes,626563
1549,2493,2,nan,3,1996,Rural,Excellent,No,519284
1550,3391,2,1,1,1970,rural,excellent,Yes,925433
1551,nan,1,nan,nan,2021,rural,fair,yes,726651
1552,1780,1,2,3,1923,Downtown,Good,Yes,354592
1553,2860,2,2,3,1910,downtown,Fair,No,998084
1554,1075,5,1,1,1972,Urban,Poor,yes,665973
1555,1807,2,1,1,1911,Rural,Fair,No,464562
1556,3692,1,4,3,1934,Urban,Good,yes,847051
1557,3678,2,3,error_value,1962,Suburban,fair,Yes,679742
1558,3234,2,1,3,1967,Urban,Excellent,yes,576054
1559,2712,5,4,2,1999,Suburban,poor,Yes,839981
1560,2852,4,3,error_value,1991,Suburban,Poor,yes,724053
1561,4068,1,1,2,1956,urban,Excellent,No,nan
1562,2155,5,4,2,nan,rural,Excellent,No,nan
1563,2079,2,error_value,2,1922,Suburban,Excellent,Yes,830644
1564,2703,2,3,3,nan,rural,Good,no,944370
1565,1890,4,4,2,2005,Downtown,fair,No,964105
1566,2242,error_value,3,2,2000,Suburban,Poor,Yes,543496
1567,2425,1,3,2,error_value,Downtown,Fair,No,884760
1568,1119,3,3,3,1987,Urban,Excellent,no,520917
1569,error_value,1,2,nan,1979,Rural,excellent,No,nan
1570,1456,4,4,2,nan,Urban,Fair,no,75301
1571,2439,3,3,1,1911,suburban,Poor,yes,619051
1572,4453,3,1,3,1933,Downtown,good,No,201837
1573,nan,2,2,2,nan,suburban,Fair,Yes,881219
1574,1468,nan,2,1,1974,Urban,Excellent,Yes,957107
1575,1816,1,4,3,1930,Rural,Excellent,no,57425
1576,1543,error_value,3,nan,1992,Rural,Good,yes,325001
1577,781,2,nan,3,1961,Suburban,Fair,no,233843
1578,3344,4,2,3,1912,Suburban,Good,Yes,405143
1579,1558,2,3,3,1930,downtown,Good,no,465660
1580,4793,2,error_value,3,1901,Urban,Poor,No,833849
1581,error_value,3,3,2,2002,Suburban,Poor,yes,615745
1582,4328,error_value,2,2,1914,Downtown,Excellent,No,545496
1583,1508,5,1,nan,1956,Suburban,Fair,No,785101
1584,1729,4,3,2,nan,Rural,Poor,No,443920
1585,1535,nan,error_value,1,1933,Downtown,excellent,No,579740
1586,775,nan,1,2,2002,Downtown,fair,Yes,161153
1587,3240,4,2,3,1967,Suburban,Excellent,yes,875294
1588,2789,4,1,2,1974,urban,Poor,yes,242543
1589,1739,3,error_value,2,1928,rural,Excellent,No,nan
1590,625,nan,2,nan,1965,Urban,Fair,Yes,nan
1591,4565,3,4,2,1915,downtown,Fair,no,977070
1592,4812,2,1,2,1938,Urban,Excellent,no,450717
1593,4368,5,4,2,1976,Downtown,Fair,no,51845
1594,1708,2,3,1,1936,Urban,Excellent,yes,169342
1595,nan,3,1,2,1980,Suburban,Fair,yes,875613
1596,1418,3,3,3,1920,urban,Excellent,Yes,error_value
1597,4423,error_value,4,3,1943,Downtown,Excellent,Yes,811654
1598,4903,1,3,2,2023,rural,excellent,No,error_value
1599,2469,1,1,2,1918,rural,Good,yes,768398
1600,nan,1,3,2,1970,Rural,Fair,Yes,298850
1601,1391,3,4,nan,2001,downtown,Poor,Yes,788650
1602,4970,4,4,3,1907,Urban,excellent,Yes,error_value
1603,2533,3,4,1,1976,Rural,Good,no,nan
1604,1864,4,1,nan,2000,rural,Poor,yes,596852
1605,628,2,4,1,error_value,rural,Excellent,Yes,672186
1606,1514,5,1,3,1940,Suburban,Poor,yes,error_value
1607,2299,error_value,3,error_value,1974,Downtown,Good,No,nan
1608,2018,nan,4,2,nan,Downtown,Poor,Yes,145259
1609,4681,3,3,2,1969,Downtown,Excellent,yes,174451
1610,1698,2,nan,3,1960,Downtown,poor,Yes,490691
1611,4373,1,3,1,1925,Downtown,poor,no,67215
1612,2974,2,2,2,nan,suburban,Excellent,No,nan
1613,nan,5,3,3,2020,Urban,Good,Yes,nan
1614,4549,3,1,1,2002,Suburban,good,yes,121074
1615,4219,3,3,2,1982,Rural,Poor,no,nan
1616,802,5,1,1,1969,Suburban,fair,no,682909
1617,nan,3,nan,3,2006,downtown,poor,No,979958
1618,1486,4,4,nan,1928,suburban,fair,no,753577
1619,nan,2,error_value,3,2006,Downtown,Poor,no,156759
1620,4940,1,2,1,nan,Suburban,Good,Yes,178471
1621,3572,5,4,2,1965,downtown,Poor,Yes,858143
1622,3624,4,nan,3,1918,Rural,Poor,Yes,error_value
1623,nan,nan,3,3,1967,Downtown,Fair,Yes,622686
1624,nan,1,1,3,1957,Suburban,Good,No,837718
1625,4173,5,1,1,1969,rural,fair,No,215369
1626,3791,4,2,1,2012,suburban,Poor,No,682592
1627,4533,1,3,2,1956,Rural,Excellent,No,154959
1628,1203,1,3,3,1936,urban,poor,No,289317
1629,1074,4,nan,3,1960,Urban,Poor,Yes,731845
1630,error_value,3,4,1,1991,Urban,Fair,yes,372111
1631,3132,1,4,1,1929,Suburban,excellent,yes,934235
1632,4328,2,2,2,nan,Suburban,Excellent,Yes,179745
1633,3730,nan,2,2,1972,Rural,Fair,yes,104583
1634,988,1,nan,error_value,nan,Rural,Good,no,698365
1635,1847,5,3,3,1996,rural,Excellent,no,error_value
1636,4181,2,2,2,1964,Rural,Excellent,No,161359
1637,3673,1,nan,1,2014,Downtown,Fair,No,601374
1638,2167,2,3,1,1905,Urban,good,No,721844
1639,2137,error_value,1,3,1917,Downtown,Good,Yes,773983
1640,4614,3,nan,1,1909,downtown,Poor,Yes,678420
1641,4053,2,1,1,1991,Downtown,Poor,Yes,565329
1642,1500,3,4,nan,1910,downtown,Fair,no,109263
1643,1350,error_value,4,1,1996,urban,good,No,724035
1644,1888,3,3,1,nan,Downtown,Fair,No,956587
1645,4212,5,4,2,1976,rural,poor,no,110664
1646,nan,1,error_value,3,nan,Suburban,Fair,Yes,error_value
1647,1321,4,3,3,1983,Rural,Fair,No,984581
1648,954,4,4,2,1964,Suburban,Excellent,Yes,956906
1649,2124,5,3,2,1951,Rural,excellent,No,389112
1650,3272,3,3,3,error_value,Rural,Excellent,yes,970995
1651,4226,1,3,3,1981,suburban,Poor,No,751486
1652,3647,3,2,3,nan,urban,Fair,No,817018
1653,4589,2,3,error_value,1977,Downtown,Excellent,Yes,446608
1654,error_value,3,2,nan,1930,Rural,Excellent,Yes,505473
1655,error_value,4,2,2,1990,Urban,excellent,No,117804
1656,4486,1,nan,1,nan,Downtown,poor,Yes,874832
1657,error_value,3,3,error_value,1954,Urban,Poor,No,479767
1658,1940,1,2,3,2009,urban,Fair,No,864520
1659,4900,1,2,1,1992,Downtown,Fair,Yes,261087
1660,nan,2,3,1,1935,Rural,Fair,No,992969
1661,4068,2,3,nan,2000,Urban,Excellent,No,491371
1662,3838,4,nan,1,1925,Rural,Good,yes,137893
1663,3515,5,2,nan,1952,rural,Poor,No,842401
1664,3389,1,2,nan,1916,Rural,excellent,no,58981
1665,1461,5,4,2,1985,Downtown,excellent,No,464248
1666,3489,4,2,1,1924,Suburban,fair,no,nan
1667,4348,1,1,1,1901,Rural,Fair,Yes,157154
1668,1526,1,2,2,nan,Suburban,Excellent,Yes,336552
1669,4365,5,4,1,1985,Suburban,poor,Yes,729601
1670,3363,nan,1,3,1904,urban,Poor,No,884372
1671,3001,error_value,3,3,1903,Rural,Excellent,Yes,526154
1672,2447,3,4,nan,1935,rural,Good,Yes,756465
1673,nan,5,4,2,1905,Rural,good,yes,242122
1674,511,2,3,3,2015,suburban,Poor,no,53657
1675,4899,3,4,2,1920,Downtown,Fair,yes,857662
1676,3864,2,2,nan,error_value,suburban,Good,Yes,nan
1677,3522,nan,error_value,1,2017,Rural,Good,No,263766
1678,3871,3,4,2,2000,Rural,Fair,No,659019
1679,3330,2,3,2,2018,Rural,good,no,223412
1680,542,2,3,2,1988,Suburban,excellent,no,741310
1681,error_value,2,3,3,1925,Rural,Good,No,error_value
1682,2890,3,nan,error_value,1954,Urban,Fair,no,783902
1683,3045,4,4,3,1938,rural,excellent,Yes,54329
1684,2911,nan,1,1,1983,Downtown,Good,Yes,348009
1685,1504,5,4,3,1932,Urban,Poor,no,772300
1686,520,3,nan,1,1913,Rural,excellent,No,569897
1687,906,2,2,2,1955,Urban,Excellent,Yes,87869
1688,1514,1,nan,2,1999,rural,Poor,No,247977
1689,error_value,3,4,1,1980,Downtown,Poor,No,nan
1690,2338,3,3,3,1920,Rural,Good,Yes,548185
1691,3688,2,3,nan,1945,Urban,Good,No,133984
1692,1214,1,1,2,1915,Downtown,Fair,No,961604
1693,4646,1,1,2,2009,suburban,fair,Yes,151069
1694,4354,5,2,1,nan,Downtown,excellent,yes,298577
1695,4919,3,1,3,2019,Downtown,Poor,Yes,926143
1696,640,1,error_value,3,1983,downtown,Poor,Yes,nan
1697,1463,1,4,nan,1928,urban,Fair,Yes,391530
1698,872,4,1,1,1991,downtown,Excellent,No,168728
1699,4135,error_value,1,error_value,1907,rural,Excellent,No,573846
1700,3041,error_value,1,2,1987,Downtown,Fair,no,969215
1701,4110,5,1,1,1902,Downtown,Fair,no,nan
1702,2192,1,2,3,1988,rural,Fair,No,792647
1703,605,2,2,nan,error_value,Rural,Good,Yes,809925
1704,2181,3,1,2,1996,Suburban,Excellent,no,nan
1705,4597,5,nan,2,1965,Downtown,excellent,no,365414
1706,error_value,2,2,2,error_value,Urban,Excellent,No,514838
1707,3136,5,4,2,1985,Downtown,fair,No,891967
1708,2637,2,3,2,2023,downtown,Fair,No,error_value
1709,3916,3,4,1,1973,rural,Fair,Yes,818026
1710,nan,3,1,3,1981,Suburban,Fair,No,782119
1711,4030,4,3,1,1921,downtown,Poor,No,66220
1712,1786,2,2,error_value,nan,Urban,Fair,No,325536
1713,3679,4,2,1,2012,downtown,Good,no,528803
1714,4154,2,3,1,1990,Urban,Poor,No,445462
1715,2859,4,4,1,nan,rural,Poor,No,332154
1716,944,3,2,2,1932,Suburban,Fair,yes,176951
1717,535,error_value,1,2,1904,Downtown,Excellent,no,380502
1718,1975,4,3,3,1989,Suburban,fair,yes,533419
1719,4457,error_value,1,1,1976,Downtown,Excellent,Yes,error_value
1720,2298,2,3,3,1926,Urban,fair,No,932622
1721,2345,3,2,2,2020,Suburban,fair,No,690083
1722,1908,2,4,2,1977,Downtown,Excellent,no,492667
1723,2208,1,3,2,1923,rural,excellent,yes,959222
1724,3438,5,3,1,1966,Urban,Excellent,no,175223
1725,1800,4,nan,1,2010,Suburban,Excellent,No,572886
1726,1743,5,2,2,2014,downtown,Good,No,649493
1727,4476,3,1,3,1962,Suburban,Excellent,yes,465000
1728,3597,4,nan,3,2012,Downtown,fair,yes,997176
1729,509,4,1,2,1993,Urban,Fair,no,error_value
1730,2925,1,error_value,3,nan,Rural,good,Yes,454364
1731,2160,3,1,2,1947,Urban,Excellent,No,error_value
1732,3131,2,nan,3,1962,Suburban,Fair,Yes,911525
1733,1572,1,2,2,error_value,Suburban,good,no,364096
1734,3725,1,2,3,1911,Downtown,fair,Yes,86719
1735,1816,5,3,1,1927,Urban,Good,no,98737
1736,4645,nan,2,2,1943,downtown,good,No,502669
1737,4183,5,4,2,1992,urban,poor,yes,nan
1738,3773,1,1,3,1942,Suburban,Poor,yes,744896
1739,645,2,nan,2,1916,Downtown,Excellent,yes,231676
1740,3540,4,4,2,1939,Downtown,poor,Yes,494049
1741,1962,5,2,nan,1948,Urban,Good,Yes,981543
1742,2084,2,nan,1,1984,rural,Fair,No,642127
1743,982,3,4,1,1956,Urban,Fair,No,error_value
1744,3679,5,1,3,nan,Rural,Excellent,Yes,352069
1745,1749,4,1,1,nan,Urban,Poor,No,232075
1746,1130,error_value,error_value,3,1963,suburban,Excellent,no,492113
1747,1161,3,2,1,1974,Downtown,good,Yes,137745
1748,4003,4,error_value,3,1956,Urban,Poor,No,176298
1749,3352,nan,1,1,2020,Suburban,Excellent,No,667997
1750,2966,1,3,1,nan,Urban,Fair,Yes,354431
1751,1487,4,2,3,1973,Downtown,Fair,yes,nan
1752,nan,4,2,2,1973,urban,Excellent,No,476228
1753,1149,4,nan,2,2006,Rural,Excellent,Yes,error_value
1754,1468,3,3,1,2023,downtown,Excellent,No,747143
1755,3137,2,1,3,1969,Rural,Good,Yes,421467
1756,1600,nan,4,2,1999,Suburban,Good,Yes,511531
1757,940,nan,2,3,1987,Suburban,Fair,Yes,789126
1758,1269,5,4,2,1975,Urban,Good,Yes,489707
1759,1843,2,2,3,1942,rural,good,no,270013
1760,4858,4,2,1,2018,Rural,Poor,yes,501800
1761,4229,1,4,3,1922,Downtown,Good,Yes,849235
1762,4406,5,3,2,1926,Rural,Poor,No,230697
1763,2077,5,1,1,1957,rural,Good,No,693107
1764,4508,4,2,3,error_value,Downtown,fair,No,929793
1765,nan,2,3,2,2008,Downtown,Excellent,No,63698
1766,2849,1,error_value,1,1936,Rural,fair,Yes,65376
1767,4102,2,1,3,1905,urban,Good,No,526870
1768,1741,2,nan,2,1964,Downtown,Excellent,Yes,325261
1769,1625,1,1,3,1905,downtown,excellent,No,286591
1770,3101,1,nan,3,nan,rural,Excellent,Yes,481172
1771,1690,5,2,1,1921,Rural,Poor,No,98786
1772,4631,5,2,1,2004,downtown,Fair,Yes,687293
1773,4948,1,1,2,nan,rural,poor,yes,268850
1774,572,3,3,1,1924,Downtown,excellent,No,378624
1775,2414,5,error_value,2,1978,urban,Fair,Yes,737055
1776,2972,3,1,3,1989,Urban,Fair,Yes,969015
1777,3546,1,2,3,nan,Downtown,Good,Yes,889665
1778,1207,5,2,2,1950,Downtown,Poor,Yes,423166
1779,2304,2,nan,3,1987,Suburban,Poor,No,465718
1780,4213,1,4,1,1947,Suburban,Good,yes,493226
1781,3064,4,1,3,2001,Rural,Poor,Yes,142529
1782,2975,3,1,1,1969,Rural,excellent,no,517121
1783,nan,1,nan,2,2017,Downtown,Excellent,no,815784
1784,4755,1,1,2,1998,Downtown,Poor,No,489705
1785,3323,5,4,nan,2005,suburban,Good,Yes,675207
1786,2235,5,2,3,nan,Suburban,fair,Yes,919965
1787,2085,5,4,nan,1959,Downtown,Poor,No,524381
1788,nan,error_value,1,1,nan,Urban,Fair,Yes,nan
1789,nan,5,4,nan,1935,Urban,Good,No,522803
1790,2928,1,3,3,1957,Rural,Fair,Yes,536275
1791,4653,5,2,2,error_value,Downtown,Good,No,772670
1792,841,2,2,2,1937,downtown,Good,Yes,259870
1793,3274,5,4,2,1910,rural,Excellent,No,643695
1794,3317,4,1,3,nan,Suburban,Excellent,Yes,nan
1795,3161,2,3,3,1941,Suburban,Good,no,329373
1796,1732,nan,2,3,2013,Urban,Poor,Yes,nan
1797,4374,1,2,2,1938,Downtown,Excellent,yes,616464
1798,nan,3,1,3,1970,Suburban,Good,yes,669113
1799,1994,2,1,1,1910,Urban,Fair,No,970764
1800,4711,3,3,3,nan,Urban,Fair,Yes,147555
1801,1161,2,4,3,1951,Urban,Poor,Yes,577433
1802,4383,2,1,3,1930,Suburban,Fair,Yes,147289
1803,4119,4,4,3,1932,Suburban,Fair,No,713162
1804,2368,3,error_value,nan,1912,downtown,Good,Yes,838695
1805,2834,4,4,1,1917,downtown,Fair,no,470129
1806,3874,2,nan,1,1940,Urban,fair,Yes,107788
1807,1516,1,nan,3,nan,Urban,Fair,No,713515
1808,4906,2,3,nan,1955,suburban,fair,No,706282
1809,707,4,3,3,1923,Suburban,Good,Yes,777591
1810,3165,3,nan,nan,1972,Downtown,fair,No,201744
1811,2993,3,4,3,1930,downtown,Poor,no,219598
1812,1132,4,2,2,1954,rural,excellent,yes,881776
1813,2602,3,1,2,2004,Downtown,poor,No,959251
1814,nan,5,2,nan,1909,Suburban,Excellent,no,462230
1815,3583,1,4,1,1959,Urban,Poor,No,647640
1816,error_value,1,4,2,1901,Rural,Excellent,No,nan
1817,4219,1,1,1,2001,Downtown,Excellent,Yes,352468
1818,3062,3,4,error_value,1914,Downtown,Excellent,no,557745
1819,2179,3,3,2,1902,Suburban,Excellent,No,930507
1820,nan,nan,3,2,1942,rural,Good,Yes,276710
1821,4943,2,3,2,error_value,Downtown,poor,Yes,744058
1822,2040,1,3,nan,1969,urban,Excellent,No,913601
1823,4443,error_value,nan,3,1966,suburban,Poor,Yes,859816
1824,863,2,4,2,1955,Rural,fair,yes,577800
1825,2868,2,1,2,1962,downtown,excellent,yes,973570
1826,785,3,nan,2,error_value,Downtown,Poor,Yes,736860
1827,648,5,3,nan,1914,rural,Good,yes,173775
1828,4537,1,nan,1,nan,Suburban,poor,yes,128743
1829,2266,2,2,3,2015,rural,Excellent,Yes,397786
1830,1512,5,2,2,1991,Rural,fair,yes,441731
1831,3331,5,4,1,1909,suburban,Poor,Yes,654146
1832,nan,1,3,3,1937,Downtown,Fair,No,629088
1833,2023,5,1,error_value,1946,Urban,Good,No,506356
1834,3285,5,4,1,1956,Suburban,Poor,no,674652
1835,3056,5,2,nan,1949,Urban,Poor,no,555533
1836,4225,2,2,2,2013,downtown,good,no,314531
1837,2101,1,2,1,1970,Rural,good,Yes,237232
1838,2908,nan,3,1,1914,Urban,Good,Yes,778927
1839,840,error_value,2,1,1917,downtown,Excellent,No,182871
1840,3317,2,nan,2,1981,Downtown,Excellent,No,169095
1841,error_value,1,4,2,2015,Rural,Poor,Yes,609836
1842,2225,3,2,nan,2004,Rural,Poor,No,140450
1843,2189,2,4,2,1987,Downtown,Poor,Yes,679957
1844,3767,1,nan,1,1901,downtown,Fair,No,916603
1845,4906,5,2,2,2003,Urban,Good,yes,483595
1846,761,1,1,3,1983,downtown,Poor,no,357558
1847,1942,error_value,nan,3,1997,Downtown,Good,Yes,647359
1848,905,1,3,1,1942,Urban,Excellent,No,687096
1849,2690,3,1,1,1925,Suburban,Good,no,550884
1850,4937,1,1,3,1970,Urban,Fair,Yes,128591
1851,error_value,3,3,nan,1937,Urban,fair,Yes,798501
1852,4607,nan,2,3,1993,rural,Good,No,316441
1853,1060,3,2,1,1941,urban,Fair,no,683801
1854,4637,error_value,3,3,1904,downtown,Fair,Yes,965100
1855,3225,5,2,3,1910,Downtown,Excellent,Yes,922911
1856,1093,3,1,1,nan,Downtown,Poor,Yes,148752
1857,2326,2,2,error_value,nan,Suburban,Fair,no,186080
1858,3729,4,2,2,2019,Downtown,Poor,no,267885
1859,3787,1,4,error_value,1900,Suburban,good,yes,427625
1860,4573,4,4,2,1982,downtown,Good,No,197892
1861,633,1,4,nan,1901,urban,fair,No,514764
1862,3638,1,2,2,nan,Rural,Good,yes,203325
1863,4419,5,3,2,1919,Downtown,excellent,no,472418
1864,572,1,1,3,1960,Suburban,Fair,yes,996740
1865,4994,1,2,2,1986,Suburban,fair,Yes,641444
1866,4725,3,3,2,1920,Rural,Fair,No,817248
1867,3478,4,2,nan,1987,downtown,Good,No,110263
1868,4861,3,1,3,1967,Urban,good,yes,955428
1869,2485,1,error_value,1,1911,downtown,Fair,yes,nan
1870,1292,5,1,1,1921,downtown,Poor,yes,168632
1871,4759,error_value,error_value,3,1919,Rural,Good,no,nan
1872,nan,3,1,2,1981,Downtown,Good,Yes,66575
1873,1633,2,2,1,nan,Urban,fair,Yes,324348
1874,737,1,1,3,1929,Suburban,poor,Yes,61952
1875,3446,error_value,4,2,1996,Rural,fair,Yes,569826
1876,3030,3,2,3,1923,Urban,Good,No,133323
1877,2460,3,2,1,1913,Suburban,fair,No,756502
1878,1548,5,3,2,1935,Rural,Fair,Yes,214944
1879,3029,1,3,2,nan,Rural,Fair,No,734736
1880,3464,2,1,3,1974,Suburban,Poor,no,771444
1881,1463,3,2,2,1923,Suburban,fair,no,192712
1882,1036,2,1,1,1959,Urban,Good,yes,338581
1883,4723,4,4,1,1994,downtown,fair,No,177129
1884,4179,nan,3,1,1954,Downtown,poor,no,924113
1885,4687,4,1,3,nan,Downtown,Excellent,Yes,828810
1886,4224,4,1,2,nan,downtown,Poor,yes,582191
1887,1042,4,3,2,1923,downtown,fair,No,nan
1888,1345,1,2,2,1976,Urban,Excellent,no,nan
1889,4103,1,1,1,1923,Rural,Fair,Yes,355525
1890,nan,5,3,2,1953,Urban,Poor,Yes,864980
1891,nan,2,2,1,1925,Urban,Excellent,Yes,493172
1892,4985,2,4,2,1965,Urban,Excellent,yes,585755
1893,3219,5,3,1,1979,Rural,Fair,No,370098
1894,nan,5,1,2,1937,Urban,fair,yes,336045
1895,error_value,4,4,3,2009,Urban,poor,No,859733
1896,4849,5,2,3,1964,rural,Fair,No,961118
1897,3701,3,2,1,2012,Urban,Excellent,no,807902
1898,3210,2,nan,1,1974,Downtown,Good,Yes,921612
1899,2453,5,3,2,1950,suburban,Good,yes,nan
1900,4350,3,3,2,1934,urban,poor,No,error_value
1901,1189,3,2,nan,1942,suburban,fair,No,983708
1902,2450,3,4,2,1928,Urban,Poor,No,594043
1903,956,3,nan,1,error_value,Urban,good,No,371961
1904,2630,4,1,error_value,1980,Downtown,Good,no,838525
1905,4476,3,2,1,nan,rural,fair,Yes,306094
1906,4744,4,1,1,1953,Suburban,Excellent,Yes,error_value
1907,1679,error_value,4,1,1938,Rural,Fair,yes,932751
1908,nan,3,3,3,1941,downtown,good,No,335084
1909,nan,2,error_value,nan,1927,Downtown,Excellent,no,749400
1910,1382,3,2,error_value,1928,Suburban,poor,yes,703002
1911,899,3,3,nan,1942,Rural,Good,Yes,141544
1912,1108,3,4,1,1902,Downtown,poor,No,658725
1913,2138,2,3,3,2015,Urban,excellent,yes,405113
1914,2648,1,2,error_value,error_value,urban,poor,yes,157001
1915,1882,1,4,3,1958,Urban,good,yes,137725
1916,1903,4,1,3,2005,Rural,fair,No,427928
1917,1319,4,2,1,1913,Urban,poor,No,160675
1918,3792,2,1,1,1975,Urban,Good,yes,144266
1919,1319,error_value,error_value,2,1946,Downtown,Good,No,321380
1920,919,1,2,3,1941,Downtown,excellent,Yes,909029
1921,4719,nan,error_value,2,1993,Urban,Good,yes,265196
1922,3802,1,error_value,1,nan,Urban,fair,No,184974
1923,2008,2,error_value,nan,1931,downtown,Fair,No,nan
1924,1267,2,2,2,1941,suburban,Poor,No,346508
1925,2544,5,2,2,1931,Rural,poor,yes,681359
1926,2639,5,1,2,1925,Rural,Poor,Yes,nan
1927,3529,2,3,1,2014,Downtown,Poor,Yes,201168
